;tweetid;emoji;stance;emotion;toxic_multi
9285;1424671344780849154;['👇'];believe;[0, 0, 0, 1, 0, 0, 1, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9286;1425564007486816259;['🌏', '😎'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9287;1425345200046542851;['🙏'];believe;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9290;1439636726285324291;['🏽', '✍️'];believe;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9291;1443151054699380736;['🌍', '💚'];believe;[1, 1, 0, 1, 0, 1, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9292;1428461833472643073;['🌍'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9293;1425130746533007360;['👉'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9294;1424848983801823232;['👎'];ambiguous;[0, 0, 1, 0, 0, 1, 0, 0, 0, 1];[0, 0, 1, 0, 0, 0, 0, 0]
9301;1441349233601236992;['👿'];deny;[1, 0, 1, 1, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9303;1431950360688701444;['👇'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9306;1422548873961222145;['®'];ambiguous;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9309;1555415349981597700;['🧐', '🤡'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9311;1434201116426874889;['🤩'];believe;[0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9312;1424686069358993413;['👇', '🌍'];ambiguous;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9319;1430284068965392390;['⏫'];believe;[1, 0, 1, 0, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9325;1430904961265586193;['📣'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9327;1433862649708781569;['✅'];believe;[0, 1, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9330;1436017788737499137;['✊🏾'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9332;1436673115577274368;['👇', '👀'];deny;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9333;1427939132962115587;['🇲🇼'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9334;1441500194747596800;['🙄'];believe;[1, 1, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9335;1553110188860866562;['🧠'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9342;1440381719492763658;['🤔'];deny;[1, 0, 1, 1, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9344;1426254391041011716;['🚨'];ambiguous;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9346;1443526341861781505;['🤗'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9347;1429050657340760069;['👋'];ambiguous;[0, 1, 0, 1, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9350;1427486086243045376;['🇮🇳'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9351;1440327486047285250;['👇'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9353;1497367526770020352;['👇'];deny;[0, 0, 1, 0, 0, 0, 0, 0, 0, 1];[0, 0, 1, 0, 0, 0, 1, 0]
9355;1433400535894343689;['🇸🇮', '🇬🇧'];ambiguous;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9356;1426062460583284739;['🇮🇳', '🌎'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9357;1459485853248536585;['❤️', '🌍'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9358;1442564107912335367;['🛰️'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9359;1457126090003173382;['⬇️'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9360;1440437428460736516;['👍🏻', '👍🏾'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9363;1470464694842503175;['🤣'];deny;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9364;1432622537133993986;['🤫'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9365;1428817700361580549;['🌍'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9366;1440732181169520640;['♻️'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9368;1455290696794087431;['🤦\u200d♂️', '🤣'];deny;[1, 1, 1, 0, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9371;1429749968160673795;['🌍'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9375;1421185417789906945;['⚡'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9376;1445691928368934918;['🆕'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9378;1439319070055153664;['🤣'];believe;[0, 1, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9380;1427492528413192215;['😲'];believe;[0, 1, 1, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9382;1424041328174841858;['🌿'];believe;[0, 1, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9383;1445044322320076805;['⤵️'];believe;[0, 0, 1, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9384;1420995135957966848;['🌍'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 1, 0, 0, 0]
9385;1430928134669484034;['🇩🇪'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9387;1426098396335587335;['📣'];ambiguous;[0, 1, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9388;1442646374982508545;['🌎'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9389;1421110760596443138;['👣'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9391;1428004067771564034;['😬', '💪🏾'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9393;1430229184765468682;['💚'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 1, 0, 0, 0]
9395;1440255102229512201;['🌿', '🌱', '🌳'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9398;1422240863984525323;['⚠️'];believe;[0, 0, 0, 1, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9401;1442018677088423939;['💙', '💚'];believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9403;1429750280132911106;['🙏🏼'];believe;[1, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9404;1446144766140354564;['🌏', '🌱'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9405;1439985991519850499;['🇮🇳'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9406;1442912466359316481;['🚀', '➡️'];believe;[0, 1, 0, 1, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9410;1433076500002222087;['❤️'];believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9411;1436744129594249217;['🏖️', '🌎'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9412;1430454400078729220;['🌍'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9413;1426268981095186437;['🛑'];believe;[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9415;1424675823861207043;['🌳'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9416;1424343150168920065;['❓'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9417;1421708235753594881;['💦', '🏔️'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9418;1441348805912195073;['👇'];believe;[1, 0, 1, 1, 0, 1, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9419;1440354967554977792;['📢'];believe;[0, 0, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9423;1422861827378229248;['💪'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9424;1458028222650667012;['😋'];deny;[1, 0, 1, 0, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9425;1441707439087243269;['🌿'];believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9426;1444527677080326150;['🐠'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9429;1435227372811345932;['💨'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9430;1428092450720161798;['🐻\u200d❄️'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9433;1521546663382425603;['🤭'];deny;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9438;1431491952168607744;['➡️'];ambiguous;[1, 1, 1, 0, 1, 0, 1, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9440;1434110132791791616;['\U0001f9ad'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9441;1433012461507125248;['😊'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9444;1422538770893742081;['👇🏾'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9447;1424672711821955078;['👇'];believe;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9448;1439026727259238401;['✊', '😤'];believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9449;1444259634932592642;['🥳', '🌥️'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9452;1436039134494306310;['🌎'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9455;1421807423115911173;['👉'];believe;[0, 1, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9456;1430897415914094609;['🇹🇼'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9457;1442663294557474817;['🙏'];believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9459;1425818480268521472;['💚'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9460;1443764543239327753;['🇰🇷'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9461;1441543619236749312;['🌎'];believe;[1, 0, 0, 0, 0, 0, 0, 1, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9462;1441326122797453312;['🎉'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9464;1438118651303956484;['🌎'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[1, 1, 1, 1, 0, 0, 1, 0]
9466;1456499887143542785;['😂'];deny;[1, 0, 1, 0, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9470;1424211691395497984;['☹️'];believe;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9473;1426828099816202242;['🇬🇧'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9475;1432617147872817155;['👏'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9477;1421059958351745024;['🎉'];ambiguous;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9478;1444619236261908481;['💸'];believe;[1, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9481;1443142573044948993;['📺', '👇'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9482;1430079943392776197;['🌍'];believe;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9483;1426467671206420483;['🐝'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9484;1426678507493634052;['🌎'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9486;1430347018270957571;['✅'];believe;[1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9487;1435255076852051974;['👏🏾'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9489;1435203695906410496;['⚠️', '📣'];believe;[0, 0, 0, 0, 0, 0, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9490;1431187276739055617;['📢'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9491;1428749776795938816;['☹️'];believe;[0, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9492;1560768543016177665;['🤔'];deny;[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9494;1426606620126203916;['\U0001f7e0'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9495;1423027319158059012;['🌎', '💚'];believe;[0, 1, 0, 0, 1, 1, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9496;1435652172998328321;['📢'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9497;1445680388144197639;['📣'];believe;[0, 1, 0, 1, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9499;1439664166197940229;['🧺'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9500;1428258905872871430;['‼️'];ambiguous;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9506;1445046070933852160;['⤵️'];believe;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9509;1437861236146847750;['🙏'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9510;1428255918001725443;['🤝', '🏆', '🚨'];ambiguous;[1, 0, 0, 0, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9512;1426585008156954625;['❤'];ambiguous;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9513;1422249535250702338;['🌟'];believe;[0, 0, 0, 0, 0, 1, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9516;1443139327060549638;['🌏'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9517;1444929143741812740;['👇🏻', '👀'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9518;1425508082252189706;['➡️'];ambiguous;[0, 0, 0, 1, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9520;1442228475708854273;['🌲'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9521;1443493669051506696;['📅'];believe;[1, 1, 0, 0, 0, 0, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9522;1426138055593824256;['🍷', '😂'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9523;1424780010225905669;['🙈'];believe;[1, 0, 1, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9525;1433770855486603275;['😔'];believe;[0, 1, 0, 1, 0, 1, 1, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9526;1421433650260946949;['🏠'];ambiguous;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9528;1440407248874790918;['📣'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9529;1428425874693632004;['🤲'];believe;[1, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9531;1432698738061955073;['❤️'];ambiguous;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9532;1421092904882352135;['♻️'];believe;[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9534;1432750207108800519;['👉'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 1, 0, 0, 0]
9537;1440692808709337090;['😂'];deny;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9538;1443206761389907980;['🌏'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9539;1455598296676933637;['😸'];deny;[0, 1, 0, 0, 1, 0, 1, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9542;1432703859617566738;['👇'];believe;[1, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9544;1426267058732339203;['⚡', '🔌'];ambiguous;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9545;1426095466505195529;['🌍'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9548;1429689162068791298;['🐾', '😉'];believe;[0, 1, 0, 0, 1, 0, 1, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9550;1429600530242801664;['😢'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9551;1423176947815784450;['🚲'];ambiguous;[0, 1, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9552;1435215271019483136;['📖'];believe;[0, 0, 0, 1, 0, 1, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9554;1443206377791496194;['💚'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9555;1568619526404845568;['🤦\u200d♂️'];deny;[0, 0, 1, 0, 0, 0, 0, 0, 0, 1];[1, 0, 1, 1, 0, 0, 1, 0]
9556;1429763907154022401;['👏'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9558;1426789414856916996;['🌏'];ambiguous;[0, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9560;1439990033222676489;['📸'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9562;1425724987042779138;['♻️'];ambiguous;[0, 0, 0, 1, 0, 1, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9564;1430188074802221062;['💔'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9565;1433799443208237056;['🗣️'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9566;1432342097466515459;['😊'];believe;[0, 0, 0, 0, 0, 1, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9567;1435244199230771203;['🌍'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9568;1423178872242249728;['💡'];ambiguous;[1, 1, 0, 1, 0, 0, 1, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9569;1430566896382922757;['🍑'];ambiguous;[0, 1, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9571;1427387692833116179;['🚨'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9573;1423690683638980612;['👇', '💪'];believe;[1, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9575;1434539693660590091;['🌱', '📢'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9576;1432695097653481477;['🙌🏽'];believe;[0, 0, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9582;1429788196234215427;['🌱', '🌳'];believe;[1, 0, 0, 0, 0, 0, 1, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9583;1442594185832370179;['📅', '🎙'];believe;[0, 1, 0, 0, 1, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9584;1429514955104002054;['🌎'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9585;1436013059659603975;['🌍'];believe;[0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9588;1434798989497364484;['👏'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9589;1425461558239539201;['✅'];believe;[1, 0, 1, 1, 1, 0, 1, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9590;1431452803566751745;['✅'];believe;[1, 0, 0, 0, 0, 0, 1, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9593;1438156087799259138;['👏'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9594;1456280804997357568;['⬇'];believe;[1, 0, 0, 1, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9595;1423350626222759938;['🌊'];ambiguous;[0, 1, 1, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9596;1427028630245421062;['⬇️'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9597;1430219488226541569;['🚴'];believe;[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9598;1459559270568108048;['👀', '😩'];deny;[0, 0, 0, 0, 0, 0, 0, 1, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9599;1429851164019933188;['🎉'];ambiguous;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9601;1434382366571520003;['🤑', '💰'];believe;[1, 0, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 1, 0, 0, 0]
9604;1455543631306186771;['👉'];believe;[0, 0, 0, 0, 0, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9605;1425336084544704515;['❓'];believe;[1, 1, 0, 0, 0, 0, 0, 0, 0, 1];[0, 0, 0, 0, 1, 0, 0, 0]
9606;1423546885189603329;['🌏', '📚'];believe;[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9607;1426939204190212102;['🚢', '⛵'];ambiguous;[0, 1, 0, 0, 1, 0, 0, 1, 1, 0];[0, 0, 0, 0, 0, 0, 0, 1]
9608;1423543175101259776;['🤔'];ambiguous;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9609;1428506211725479940;['‼️'];ambiguous;[0, 0, 0, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
9610;1422315529222508545;['✅'];believe;[1, 0, 1, 1, 0, 1, 0, 0, 0, 1];[0, 0, 0, 0, 0, 0, 0, 1]
